scene,scan_id,capture_id,angle_deg,tx_mode,repeat,noise_avg,noise_max,threshold,detected,peak_adc,first_cross_us,distance_cm,bin_index,tof_us,range_cm,envelope_adc
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,15,775.000,13.4366,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,16,825.000,14.3034,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,17,875.000,15.1703,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,18,925.000,16.0372,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,19,975.000,16.9041,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,20,1025.000,17.7709,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,21,1075.000,18.6378,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,22,1125.000,19.5047,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,23,1175.000,20.3716,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,24,1225.000,21.2384,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,25,1275.000,22.1053,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,26,1325.000,22.9722,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,27,1375.000,23.8391,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,28,1425.000,24.7059,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,29,1475.000,25.5728,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,30,1525.000,26.4397,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,31,1575.000,27.3066,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,32,1625.000,28.1734,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,33,1675.000,29.0403,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,34,1725.000,29.9072,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,35,1775.000,30.7741,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,36,1825.000,31.6409,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,37,1875.000,32.5078,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,38,1925.000,33.3747,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,39,1975.000,34.2416,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,40,2025.000,35.1084,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,41,2075.000,35.9753,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,42,2125.000,36.8422,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,43,2175.000,37.7091,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,44,2225.000,38.5759,0
BG,15,6511,-15.000,FULL8,1,0.000,0,10,0,8,0,-1.0000,45,2275.000,39.4428,0
